Frequencies of profc
-0.030393,1
-0.0294005,4
-0.0284081,1
-0.0274156,1
-0.0264231,1
-0.0254307,2
-0.0244382,2
-0.0234458,2
-0.0224533,3
-0.0214608,3
-0.0204684,3
-0.0194759,2
-0.0184835,7
-0.017491,12
-0.0164986,9
-0.0155061,14
-0.0145136,17
-0.0135212,15
-0.0125287,15
-0.0115363,47
-0.0105438,45
-0.00955136,50
-0.00855891,71
-0.00756645,57
-0.00657399,71
-0.00558154,62
-0.00458908,65
-0.00359662,66
-0.00260416,64
-0.00161171,74
-0.00061925,62
0.000373208,37
0.00136566,24
0.00235812,24
0.00335058,22
0.00434304,10
0.00533549,5
0.00632795,7
0.00732041,1
0.00831287,2
0.00930532,1
0.0112902,2
0.0132752,1
0.0142676,1
0.0192299,1


BiGaussian model Fitting result: 
Peak Center: -0.00216156,Left Sigma: 0.00853056,Right Sigma: 0.00367644,Delta: 162.413,Nash Coef: 0.908394
Fitted curve shape: B, S
Final curve shape: B

Frequencies of slp
0.310066,7
1.55033,4
2.17046,6
2.7906,8
3.41073,18
4.03086,15
4.65099,17
5.27113,12
5.89126,4
6.51139,19
7.13152,32
7.75166,23
8.37179,27
8.99192,30
9.61205,27
10.2322,31
10.8523,28
11.4725,30
12.0926,41
12.7127,37
13.3328,32
13.953,37
14.5731,34
15.1932,32
15.8134,45
16.4335,35
17.0536,29
17.6738,34
18.2939,33
18.914,28
19.5342,33
20.1543,21
20.7744,23
21.3946,28
22.0147,18
22.6348,17
23.255,12
23.8751,17
24.4952,11
25.1154,9
25.7355,4
26.3556,10
26.9758,6
27.5959,7
28.216,4
28.8362,4
29.4563,5
30.6966,1
31.3167,1


BiGaussian model Fitting result: 
Peak Center: 13.861,Left Sigma: 5.88659,Right Sigma: 6.61445,Delta: 94.3429,Nash Coef: 0.87318
Fitted curve shape: B, Z
Final curve shape: B

